CaseID,case_outcome,has_trajectory,has_state_probe,pfr_hit_target,native_pfr_failed,no_suitable_anchor,used_probe,sample_kinds,final_design_kinds,fallback_statuses,native_failure_reasons,target_T_K,target_conversion,target_tau_s,target_log10_tau_s
4172,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,963.0096131237224,0.573243195549585,1.5674989043048642e-05,-4.804792754072696
4173,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,826.0614663222805,0.3819931899150833,0.0003912514575401,-3.407544031552988
4175,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,810.2130043320358,0.5373897580755875,0.933474630632788,-0.029897480527870397
4176,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,817.8415053337812,0.2641649231081828,0.000142741072047,-3.8454510458280176
4177,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1343.7253683246672,0.7784425923461095,3.619658667415041e-05,-4.44133238135837
4178,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1041.6062517091632,0.7718192569678649,1.1844968320947052e-05,-4.926466096448712
4179,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1320.0293730013072,0.3855786778265611,0.0027904394416334,-2.5543273981427803
4180,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,807.9702908545732,0.0623505812929943,0.0002518586624842,-3.5988431073260627
4181,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1381.1295686103404,0.693588929171674,0.0018633045691464,-2.7297161510679886
4182,PFR missed → no probe/unknown,True,False,False,False,False,False,trajectory,isothermal_pfr_hit_target,,,1282.3078144993633,0.4112049328349531,0.051079073327579,-1.2917569902725523
4183,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1306.0723648685962,0.4419276136253029,6.745612458919393e-05,-4.170978613011539
4184,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1320.9494287800044,0.6701517619471997,0.0032945243862289,-2.4822072734357805
4185,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,839.9774793628603,0.134428222514689,7.794632229015476e-05,-4.108204371132888
4186,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1242.1900662686676,0.6158269694726914,0.0162905938169926,-1.7880630847066643
4187,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1368.6792501527816,0.3295875956490636,0.000233306398821,-3.6320733497851516
4188,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1308.2437523733824,0.8578163788281382,2.0596106728967007e-05,-4.686214866326191
4189,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,880.1722177211195,0.1390566106233746,0.0001467336579183,-3.833470255811938
4190,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1127.33308527153,0.9749217197299004,0.0076923772616747,-2.113939424557612
4191,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,861.0292789479718,0.5831327017303557,3.4273139029597346e-05,-4.465046117315069
4192,Native PFR failed → state probe,False,True,False,True,False,True,state_probe,anchored_state_probe_after_native_pfr_failure,used_after_native_pfr_failure,T exceeded cap 1600.0 K,1265.8840247942137,0.7599512863624841,0.0012202819280784,-2.913539820420579
4193,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,995.0194999342784,0.4467380730994046,2.706129533810933e-05,-4.567651418945752
4194,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1037.149384203367,0.8035274239350111,1.471907660668749e-05,-4.832119434373453
4195,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,923.745987280272,0.4897777661867439,6.247910089477433e-05,-4.204265228798613
4196,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,903.2882519019768,0.1165996123850345,2.261128346906684e-05,-4.645674785389565
4197,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1085.1483551925048,0.9253515020664782,1.7187191872202862e-05,-4.764795074681752
4198,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,885.3789016604424,0.2232243398716673,4.5755122630330334e-05,-4.339560276339762
4199,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,803.6942362971604,0.5813610090920702,3.684437091101135e-05,-4.433628854318522
4200,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,874.0204683318734,0.1581306809606031,7.272955614846454e-05,-4.1382890628185125
4201,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1137.5993031822145,0.8949962436733767,0.0092177245025305,-2.0353762761224075
4202,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,945.27200832963,0.3052601151587442,1.3887670505382585e-05,-4.857370595983229
4203,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1016.311971116811,0.9416074241278694,1.0314762382159368e-05,-4.98654077227693
4204,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,811.3257433846593,0.3183848207583651,2.137698852155809e-05,-4.670053475955501
4205,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1377.8049876354637,0.8770352805266157,0.0505577940704757,-1.296211883379147
4206,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,880.60050745029,0.4130348717374727,0.0001708504586319,-3.7673838510411852
4207,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,808.495917529799,0.1936598522262648,7.251350730834277e-05,-4.139581088558771
4208,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,969.1514959232882,0.7218364610755816,1.1042088148369589e-05,-4.956948790233582
4209,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1342.4861874664202,0.0862123385583981,0.0083963827331081,-2.075907773151995
4210,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,840.3838071646169,0.864054314591922,0.0002733241658927,-3.5633219685639266
4211,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1321.179632009007,0.2778913496946916,0.0003851497747683,-3.4143703517737327
4212,PFR missed → no probe/unknown,True,False,False,False,False,False,trajectory,isothermal_pfr_hit_target,,,1356.5226272540167,0.1560743100149557,0.0001947208464395,-3.7105875512586017
4213,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,882.5819523120299,0.6872364162700252,2.42735154008154e-05,-4.614867322612554
4214,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,880.7005923194811,0.7077473437134177,1.244635462098528e-05,-4.9049578292761
4215,PFR missed → no probe/unknown,True,False,False,False,False,False,trajectory,isothermal_pfr_hit_target,,,1257.717439136468,0.0883704322390258,0.0002748639867896,-3.560882158530927
4216,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,819.5564406691119,0.6651945100352168,0.7580595367446512,-0.12029668425675477
4217,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1291.3094439497218,0.1795691902469844,0.0010636135598107,-2.973216134565909
4218,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,993.318353961222,0.9207018026337028,2.230385549342256e-05,-4.651620057364926
4219,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,917.6106155430898,0.8345400329958648,9.496351013673046e-05,-4.022443240927532
4220,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1309.7620553849265,0.2113563860300928,0.0149663787348505,-1.8248832688434071
4221,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1278.6146921804177,0.2925203876011074,6.3280232956766e-05,-4.198731930716894
4222,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,925.830233125016,0.9172336818184704,1.889628556785962e-05,-4.72362355645746
4223,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1312.602941999212,0.1753684691339731,4.452117198688164e-05,-4.351433411706239
4224,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,964.7821742948144,0.6535981106199324,1.591783593774682e-05,-4.798115975805558
4226,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,938.5138778667896,0.9597982231713832,3.612751867391469e-05,-4.442161865811795
4227,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,872.3862148914486,0.8961467374581844,2.563774816673228e-05,-4.591120122745633
4228,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,954.8779659625144,0.8743700274731965,2.945607034633395e-05,-4.530825191666372
4229,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1383.4864594507962,0.0830223711580038,0.0042020541917916,-2.3765383510151934
4230,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1384.8114512581378,0.1092509352276101,6.694774420753472e-05,-4.174264051881619
4231,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,954.2691923584788,0.8460375494649635,2.80464592456384e-05,-4.5521219589049
4232,Native PFR failed → state probe,False,True,False,True,False,True,state_probe,anchored_state_probe_after_native_pfr_failure,used_after_native_pfr_failure,T exceeded cap 1600.0 K,1373.3677498344332,0.2228092708764598,0.0014205927305689,-2.8475304120220457
4233,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1338.2651157211512,0.1310207680286839,1.0509768492523345e-05,-4.9784068504348395
4234,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1297.4182292539626,0.1187065277574584,0.0004180278571488,-3.3787947761127937
4235,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,914.1513797547668,0.7774578972579912,1.6684329249029118e-05,-4.777691248361952
4236,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,813.5623809043318,0.7542332235584036,0.0004527543694207,-3.344137349724799
4237,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,925.5593749415128,0.6904837419977412,2.0416337809829736e-05,-4.690022157039493
4238,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,878.3453306695446,0.8208576557831839,6.048881801112591e-05,-4.21832490179222
4239,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,910.7229909626768,0.7351339539093897,1.335638586952742e-05,-4.874311042553745
4240,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1366.98124257382,0.2633112383401021,2.773418809369737e-05,-4.556984543381259
4241,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,844.6227464033291,0.8440344255650417,3.892850101921251e-05,-4.409732318902388
4242,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1291.0619317134842,0.2057045378303155,0.0111949052373621,-1.9509795782854793
4243,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,870.5392255214974,0.786944262185134,1.5074583327058828e-05,-4.821754683251493
4244,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,957.109990543686,0.7651265247957781,1.6769927448102222e-05,-4.775468816282228
4245,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,832.026909138076,0.9788873157603668,0.0001260446973978,-3.899475420033667
4246,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,982.8591726953164,0.966271527092904,1.4763896571184696e-05,-4.830799005925655
4247,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,805.5692072259262,0.7305493631307036,1.981826211503635e-05,-4.702934431936592
4248,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,921.805437640287,0.8573713920544834,7.186563979278576e-05,-4.143478703708388
4249,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,839.0761907072738,0.938095443956554,1.727390944575898e-05,-4.762609361414798
4250,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,892.7412903541699,0.9616499191056938,4.338906833971583e-05,-4.3626196750439705
4251,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1418.1759583996609,0.4428887807950377,0.1933231501101453,-0.7137161368504168
4252,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1509.0997236827388,0.6697072048299015,0.0218099778031608,-1.6613447764189928
4253,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1479.2708915146068,0.4834664545301348,8.600691974475277e-05,-4.065466605895199
4254,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1476.4740252308547,0.8525554258376361,0.0288228848358848,-1.5402625535149133
4255,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1561.9282030686736,0.2393435893859714,4.127783590994437e-05,-4.384283079719171
4256,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1465.335205141455,0.2175725546199828,0.0020533744130008,-2.6875318540027506
4257,Native PFR failed → state probe,False,True,False,True,False,True,state_probe,anchored_state_probe_after_native_pfr_failure,used_after_native_pfr_failure,truncated at z=0.0000 < L=0.0000,1545.5258827656507,0.0257849063910543,0.1462928220242189,-0.8347769823623823
4258,Native PFR failed → state probe,False,True,False,True,False,True,state_probe,anchored_state_probe_after_native_pfr_failure,used_after_native_pfr_failure,truncated at z=0.0338 < L=270.6139,1536.2902866117656,0.8739487783331424,0.2857883636025239,-0.5439554582815618
4259,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1424.6448738500476,0.632699296567589,0.0021223283760953,-2.673187419259922
4260,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1452.7392981387677,0.6109232836216689,3.2845543659186945e-05,-4.483523545297794
4261,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1435.6546039134264,0.2471722507383674,0.0138194161538691,-1.8595103047555332
4262,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1435.7002752274277,0.6740392316412182,0.0054608604736667,-2.262738919653935
4263,PFR missed → no probe/unknown,True,False,False,False,False,False,trajectory,isothermal_pfr_hit_target,,,1502.6970761455595,0.2326033179089427,2.271050092069172e-05,-4.643773286533542
4265,Native PFR failed → state probe,False,True,False,True,False,True,state_probe,anchored_state_probe_after_native_pfr_failure,used_after_native_pfr_failure,truncated at z=0.0000 < L=0.0255,1536.3331925682724,0.4472688727919012,0.0829852584182875,-1.0809990492649382
4266,Native PFR failed → state probe,False,True,False,True,False,True,state_probe,anchored_state_probe_after_native_pfr_failure,used_after_native_pfr_failure,truncated at z=0.0000 < L=0.0061,1445.4836446791887,0.2526520596258342,0.4838120250171454,-0.31532334156800057
4267,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1465.380860362202,0.0392524165753275,0.0038811775667972,-2.4110364875057715
4268,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1561.9711251184344,0.0174765648972243,0.0001087739447873,-3.9634751210922503
4269,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1576.4290593378246,0.4258753493055701,0.0043407683372157,-2.3624333914369426
4270,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1429.224533555098,0.3117286944109947,1.4624390786276829e-05,-4.8349222164368255
4271,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1559.141259030439,0.6928044801391662,0.0036488696289555,-2.437841653334912
4272,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1418.220253740437,0.8696263263374567,0.0733630522043001,-1.1345226085279139
4273,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1442.6976977521554,0.7835527725424618,0.000162014188116,-3.7904469511939487
4274,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1589.117742148228,0.8663578548282386,0.0024582223876653,-2.609378830413345
4275,Native PFR failed → state probe,False,True,False,True,False,True,state_probe,anchored_state_probe_after_native_pfr_failure,used_after_native_pfr_failure,truncated at z=0.0000 < L=0.0000,1471.7590957740322,0.5804684963729233,0.5844838213655666,-0.2332275056978688
4276,Native PFR failed → state probe,False,True,False,True,False,True,state_probe,anchored_state_probe_after_native_pfr_failure,used_after_native_pfr_failure,"exception: 
*******************************************************************************
CanteraError thrown by Phase::setTemperature:
temperature must be positive. T = -475159234075.3894
*******************************************************************************
",1505.5255985306576,0.4572870810050517,0.0067153061306346,-2.1729341843631156
4277,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1482.9034519428387,0.4381742081977427,0.0005084434366047,-3.293757354514729
4278,Native PFR failed → state probe,False,True,False,True,False,True,state_probe,anchored_state_probe_after_native_pfr_failure,used_after_native_pfr_failure,truncated at z=0.0004 < L=0.9629,1481.9833084894344,0.655789874154143,0.1867664786362663,-0.7287010694853963
4279,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1557.1542832022533,0.4868644512118771,0.0004490967727402,-3.347660065814949
4280,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1520.5807635514066,0.8150419183680788,1.5764424350007743e-05,-4.802321883221157
4281,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1491.0155818006024,0.1289664826681837,0.0669084382195773,-1.1745191073277967
4282,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1444.6670336974785,0.4709368116268888,0.0064607929259072,-2.189714178256692
4283,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1466.9376365607604,0.9850493370881304,2.546865812737244e-05,-4.593993936199695
4284,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1460.6766464142129,0.2632314391015097,0.0093863116509109,-2.027505030133763
4285,Native PFR failed → state probe,False,True,False,True,False,True,state_probe,anchored_state_probe_after_native_pfr_failure,used_after_native_pfr_failure,truncated at z=0.0000 < L=0.0000,1578.3868740638718,0.6441197716118768,0.418260231259648,-0.37855342675466097
4286,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1525.6022889446467,0.7188035306846723,0.0002187548982017,-3.660042213788377
4288,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1414.10915507935,0.3541383231477812,0.0023741288187831,-2.624495720188142
4289,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1497.463892521337,0.8405732028884814,0.0006045548204965,-3.2185643115780027
4290,Native PFR failed → state probe,False,True,False,True,False,True,state_probe,anchored_state_probe_after_native_pfr_failure,used_after_native_pfr_failure,T exceeded cap 1600.0 K,1588.220141781494,0.0593403857247904,7.092849890630114e-05,-4.149179231235758
4291,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1473.410669201985,0.0959426379902288,0.0530471856517683,-1.275337652070448
4293,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1434.7692212183028,0.0811177826905623,0.0006299028759762,-3.200726408767539
4294,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1533.4408015478402,0.2597132254764437,0.0033624242443692,-2.473347491561446
4295,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1554.9201960023493,0.996226188344881,4.259978102074994e-05,-4.370592633332126
4296,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1522.4311888311058,0.3244556685630232,0.000488499911332,-3.311135510774331
4298,Native PFR failed → state probe,False,True,False,True,False,True,state_probe,anchored_state_probe_after_native_pfr_failure,used_after_native_pfr_failure,truncated at z=0.0095 < L=65.3279,1596.1574830580505,0.1671534899715334,0.1125675427715705,-0.9485868139890956
4299,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1414.7365110274404,0.9754541005007924,8.422217253213965e-05,-4.0745735600357875
4300,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1562.560027996078,0.5036775725707412,3.0046674014984125e-05,-4.5222035947721455
4302,PFR missed → no suitable anchor,True,False,False,False,True,False,trajectory,isothermal_pfr_missed_target,no_suitable_anchor_available,,1578.6610367288813,0.5706064995564522,0.0002092697731969,-3.679293496371292
4304,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1417.5663282489404,0.7114537064637989,0.250221990932552,-0.6016745246946812
4305,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1493.3619599742815,0.1924285281449556,0.0010621602290064,-2.9738099641166786
4306,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1541.2679059198126,0.0576554745342582,7.474654274050527e-05,-4.126408890006132
4307,PFR missed → state probe,True,True,False,False,False,True,"state_probe, trajectory","anchored_state_probe_after_pfr_miss, isothermal_pfr_missed_target",used_after_pfr_miss,,1519.6027905819938,0.6384677409380675,0.0165756003529324,-1.7805307328933866
