PC1,PC2,dataset
-1.083011483836252,0.4021591091319372,full
-0.7715881532403441,0.2717276264093319,full
-0.9768246343585288,0.794152206560134,full
0.28359616219435374,-1.1291841575781538,full
-0.7405903359796362,-0.11137434870872429,full
-0.4708132833278361,0.97044248860837,full
-1.5336630099675588,-0.8014216119390896,full
-1.643296513575201,-0.7534591103639467,full
-0.7678863730131875,0.5512716793525644,full
3.9239841023926103,-0.8550940874039904,full
-0.22781341085494441,0.5707380574403638,full
1.178923928612808,0.08355172630581446,full
-0.023917859144111594,-2.1047385216776844,full
0.013978216942588448,0.3939369930419585,full
-1.8005707614851916,-1.0673111953990837,full
-0.4730634958267328,1.1616806219798883,full
-1.4082347552127181,0.6773252010208092,full
-1.2315363666515131,-0.7222183200795641,full
3.4275171536662854,0.2968538277928194,full
-0.7968538588124054,1.1115157856038176,full
-0.9072925778537871,0.9743355074482586,full
-1.0502448245879505,-1.3430250346517902,full
0.6366047542329497,0.4114727533126646,full
2.255135586434876,-0.11847151712135047,full
0.4215241374302421,0.6807334347421446,full
-0.4640993705418872,1.2130150419220227,full
1.1792294773090013,-0.4030301984907612,full
-0.938087787680947,-1.6704705440345362,full
-1.020303315034939,0.12230965855861968,full
-1.3876781491842303,-0.2533007871253392,full
-0.47328681166806275,2.0667241851550955,full
-0.943764623340863,0.7638606777616136,full
-0.4767559546444136,1.9587251150788807,full
3.349477769864117,-5.260370793893264,full
-1.4071782694301471,-0.6423254008165817,full
-0.9983782882263306,0.21260224529766902,full
-0.6449034938188816,1.5356295328126033,full
-0.1315438707500955,1.5490208031352648,full
9.675297454166223,-1.8532362355349739,full
-0.1705746083300941,1.5841280591383997,full
-1.4038376574369154,-0.8869235173038181,full
-1.054455362950812,0.16927669251407418,full
-1.6441136993006946,-0.09148876364290272,full
1.5472524518851916,-1.3149682106377667,full
-1.9492784859865686,-0.47257014303387557,full
-0.012646911911407497,0.8839778616149802,full
-1.5024160627903573,-0.42706011302040364,full
